time(s),arousal,valence
1.0,-0.28961038961038965,-0.006493506493506551
2.0,-0.08181818181818179,0.03896103896103886
3.0,0.09350649350649354,0.11688311688311659
4.0,0.15194805194805205,0.44805194805194803
5.0,0.42467532467532476,0.5324675324675323
6.0,0.3987012987012988,0.7532467532467533
7.0,0.1324675324675324,0.7857142857142856
8.0,-0.010389610389610393,0.831168831168831
